
0 +0.000000000000000000 +71.818181818181813014 
1 +0.244897959183673464 +71.636649065220481702 
2 +0.489795918367346927 +71.455116312259164602 
3 +0.734693877551020336 +71.273583559297833290 
4 +0.979591836734693855 +71.092050806336516189 
5 +1.224489795918367374 +70.910518053375184877 
6 +1.469387755102040893 +70.728985300413867776 
7 +1.714285714285714413 +70.547452547452536464 
8 +1.959183673469387932 +70.365919794491219363 
9 +2.204081632653061451 +70.184387041529888052 
10 +2.448979591836734748 +70.002854288568570951 
11 +2.693877551020408045 +69.821321535607239639 
12 +2.938775510204081343 +69.639788782645922538 
13 +3.183673469387754640 +69.458256029684591226 
14 +3.428571428571427937 +69.276723276723274125 
15 +3.673469387755101234 +69.095190523761942814 
16 +3.918367346938774531 +68.913657770800625713 
17 +4.163265306122448273 +68.732125017839294401 
18 +4.408163265306122014 +68.550592264877977300 
19 +4.653061224489795755 +68.369059511916645988 
20 +4.897959183673469497 +68.187526758955328887 
21 +5.142857142857143238 +68.005994005993997575 
22 +5.387755102040816979 +67.824461253032680474 
23 +5.632653061224490720 +67.642928500071349163 
24 +5.877551020408164462 +67.461395747110032062 
25 +6.122448979591838203 +67.279862994148700750 
26 +6.367346938775511944 +67.098330241187383649 
27 +6.612244897959185685 +66.916797488226052337 
28 +6.857142857142859427 +66.735264735264735236 
29 +7.102040816326533168 +66.553731982303403925 
30 +7.346938775510206909 +66.372199229342086824 
31 +7.591836734693880651 +66.190666476380755512 
32 +7.836734693877554392 +66.009133723419438411 
33 +8.081632653061227245 +65.827600970458107099 
34 +8.326530612244900098 +65.646068217496789998 
35 +8.571428571428572951 +65.464535464535458686 
36 +8.816326530612245804 +65.283002711574141586 
37 +9.061224489795918657 +65.101469958612810274 
38 +9.306122448979591510 +64.919937205651493173 
39 +9.551020408163264364 +64.738404452690161861 
40 +9.795918367346937217 +64.556871699728844760 
41 +10.040816326530610070 +64.375338946767513448 
42 +10.285714285714282923 +64.193806193806196347 
43 +10.530612244897955776 +64.012273440844865036 
44 +10.775510204081628629 +63.830740687883547935 
45 +11.020408163265301482 +63.649207934922223728 
46 +11.265306122448974335 +63.467675181960899522 
47 +11.510204081632647188 +63.286142428999575316 
48 +11.755102040816320041 +63.104609676038251109 
49 +11.999999999999992895 +62.923076923076926903 
