-10.0000000000 -299993.5000000000 
-9.5918367347 -243567.0603157218 
-9.1836734694 -195969.7410900646 
-8.7755102041 -156122.3398050055 
-8.3673469388 -123037.4141944080 
-7.9591836735 -95815.2040106053 
-7.5510204082 -73639.5527909829 
-7.1428571429 -55773.8296245613 
-6.7346938776 -41556.8509185792 
-6.3265306122 -30398.8021650758 
-5.9183673469 -21777.1597074741 
-5.5102040816 -15232.6125071635 
-5.1020408163 -10364.9839100824 
-4.6938775510 -6829.1534133014 
-4.2857142857 -4330.9784316059 
-3.8775510204 -2623.2160640790 
-3.4693877551 -1501.4448606841 
-3.0612244898 -799.9865888480 
-2.6530612245 -387.8280000436 
-2.2448979592 -164.5425963728 
-1.8367346939 -56.2123971488 
-1.4285714286 -11.3497054799 
-1.0204081633 +3.1811251488 
-0.6122448980 +6.2419242916 
-0.2040816327 +6.4989379600 
+0.2040816327 +6.5010620400 
+0.6122448980 +6.7580757084 
+1.0204081633 +9.8188748512 
+1.4285714286 +24.3497054799 
+1.8367346939 +69.2123971488 
+2.2448979592 +177.5425963728 
+2.6530612245 +400.8280000436 
+3.0612244898 +812.9865888480 
+3.4693877551 +1514.4448606840 
+3.8775510204 +2636.2160640789 
+4.2857142857 +4343.9784316058 
+4.6938775510 +6842.1534133013 
+5.1020408163 +10377.9839100823 
+5.5102040816 +15245.6125071633 
+5.9183673469 +21790.1597074739 
+6.3265306122 +30411.8021650755 
+6.7346938776 +41569.8509185788 
+7.1428571429 +55786.8296245608 
+7.5510204082 +73652.5527909823 
+7.9591836735 +95828.2040106046 
+8.3673469388 +123050.4141944071 
+8.7755102041 +156135.3398050044 
+9.1836734694 +195982.7410900633 
+9.5918367347 +243580.0603157202 
+10.0000000000 +300006.4999999982 
